==21926== NVPROF is profiling process 21926, command: /home/webml/anaconda3/envs/carlaRL/bin/python ddpg_main.py
==21926== Profiling application: /home/webml/anaconda3/envs/carlaRL/bin/python ddpg_main.py
==21926== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
4.65973s  1.2480us                    -               -         -         -         -  150.00KB  114.62GB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65975s  3.0410us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [896]
4.65979s  1.1840us                    -               -         -         -         -        4B  3.2219MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65981s  1.0240us                    -               -         -         -         -        4B  3.7253MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65984s  1.0560us                    -               -         -         -         -        4B  3.6124MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65986s  1.2160us                    -               -         -         -         -      512B  401.55MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65988s  1.0240us                    -               -         -         -         -      512B  476.84MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65990s  2.3680us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [902]
4.65993s  1.2160us                    -               -         -         -         -  1.5625KB  1.2254GB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65995s  3.9360us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [904]
4.65997s  1.2160us                    -               -         -         -         -  1.1719KB  941.13MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.65999s  3.2320us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [906]
4.66002s  1.1520us                    -               -         -         -         -      512B  423.86MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66004s  3.0090us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [908]
4.66006s  1.1840us                    -               -         -         -         -        4B  3.2219MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66008s  2.4000us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [910]
4.66011s  1.1840us                    -               -         -         -         -      128B  103.10MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66013s  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66015s  1.1850us                    -               -         -         -         -      256B  206.03MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66018s  1.0560us                    -               -         -         -         -      256B  231.19MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66020s  1.1840us                    -               -         -         -         -      512B  412.40MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66022s  1.0240us                    -               -         -         -         -      512B  476.84MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66025s  1.2480us                    -               -         -         -         -  1.0000KB  782.50MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66028s  1.0560us                    -               -         -         -         -  1.0000KB  924.78MB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66030s  1.1840us                    -               -         -         -         -  2.0000KB  1.6109GB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66032s  1.0880us                    -               -         -         -         -  2.0000KB  1.7531GB/s      Device      Device  GeForce RTX 208         1        14  [CUDA memcpy DtoD]
4.66034s  2.5920us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [921]
4.66036s  3.0080us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [922]
4.66038s  2.9760us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [923]
4.66040s  3.0400us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [924]
4.66042s  3.0400us             (46 1 1)      (1024 1 1)        32        0B        0B         -           -           -           -  GeForce RTX 208         1        14  void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(tensorflow::random::PhiloxRandom, tensorflow::random::PhiloxRandomResultElementType*, __int64, tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>) [925]
